Root,RelativePath,Size,Version,Description,SHA256,Category,Purpose,Recommendation,Evidence
B,modules\vp.so,11264,,,074044d0f463498f674b47f50af504a69101056975c330bff1e0ab029d38e88e,Observer 插件,Volition Pack / FreeSpace VP,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\wise.so,18944,,,1ca7160874f77fdc1fb6829739dd49a9cb713ffafcaf4eade6e2afe57c30372b,Observer 插件,Wise 安装包,低优先级,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\x23cat.so,25088,,,6c80eb8b4f2e8dd1e8e494faa3d8ef536af68c03115427871c43cba0a9e1aba2,Observer 插件,Egosoft X 系列 CAT/PCK/PBD/PBB,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\zlib1.dll,69120,1.2.8,zlib data compression library,8e2618b4433e568a2a2c8ae6887a174ff7e2e658e6e1a4f63662b9aee8fb236b,配套库,zlib data compression library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,Unp\Bzip2_1.unp,8192,,,30cd5ec7c6778fbd3d8ad922ee365f0766d1610833101c44c71b2f1f42500121,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\Bzip2_2.unp,16896,,,f7b420f1bcd3d0754f105323aa4a86ce1d46b78832fd934db101c27a748c1c0f,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\Bzip2_3.unp,6144,,,ff574a600fb1ae9db98e912762c5ff62dd054b336a4881986ed2d5d21ab1bd53,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\Eschalon.unp,4096,,,0ceb97c8c016d1a2592aa24a09f47db4748e709d9184151be21bcc7049ce683b,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\Gentee.unp,4096,,,429dfb2b761ee9107b02a5764f78b6e9894ffd4b7e22b3b50fb81b0257491bc8,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\inflate1.unp,9216,,,7c4ee80c3cc8017a8d36f0a0973593207227f815cebce397e326ac3483dcb5ce,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\inflate2.unp,15872,,,c5d514ac97f6da17db86bb4d8b9fbb31b1857d7c42928c309f3f91f9448e0096,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\inflate3.unp,8192,,,fa34b0390cfb60abdef02d5ce25f39fd6133bf068ca81a7159257ce13a50f17c,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\lzma.unp,4608,,,01275fa6c27d188ea7b656f79a2a0932ec352c080a72b42dd78843173655e6e3,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\pkware.unp,5120,,,f258b715c6f25d96869b49d7f0c9a379d39904b316e1fff9457332691c0ec7b0,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,Unp\vise.unp,8704,,,63f8f6ee57e49535d239bddaedc8bd2fd8ed6388fc89c83656cd46cf5e8e2460,插件内部模块,Unp：解压方法或 Eschalon/Gentee/VISE 格式辅助模块；不是独立 EXE,参考相关格式时再核实具体接口,本地名称与 InstallExplorer 说明；未动态加载
B,wix\dark.exe,28672,3.14.1.8722,WiX Toolset Decompiler,a5717db404e5b7cf10c40272d3a206bbe39a579fdb1dd378ba20a0c7419078e7,安装包与封装,WiX 反编译工具；可提取 Burn Bundle 中的附带容器和载荷，也能处理 MSI 反编译。,优先新增 Burn 静态解析；不需要生成 WiX 工程。,本地版本资源；UniExtract 源码 TYPE_WIX；WiX 官方文档
B,wix\Microsoft.Deployment.Resources.dll,61200,3.14.1.8722, ,fd5d4edca143ef5fad46236b9f6acab4d3530505e137bdccde8aa0a3fb3a2557,配套库, ,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,wix\Microsoft.Deployment.WindowsInstaller.dll,188176,3.14.1.8722, ,791da16b0df6956e88b04dab8b543b99dc2abd9af24aa25208fe5a0981e811b3,配套库, ,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,wix\winterop.dll,134656,3.14.1.8722,WiX Interop Library,5ee45a965aa6bd6c00c795bdb394b9a8d911fbc8961ef62e55014f53efe64f9f,配套库,WiX Interop Library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,wix\wix.dll,1757184,3.14.1.8722,Windows Installer XML,a2c897a03f9f4795426ee058ea386a6891acb9a8179b77060515a6ba6525e242,配套库,Windows Installer XML,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,x86\sqx20u.dll,430698,6.00.5250,CxSqx Data Compression Engine,26b8cb45e05a627e3cf13682dece9eccf9121b0eb4c7e646c99df22530e21c42,配套库,CxSqx Data Compression Engine,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,x86\sfx\sqx2_inst.zzl,92160,6.00.4580                              ,Squeez Self Extractor                  ,5a05a00bb322275330dcc7637de9f82c41dfbf8b26fca5726ba8b6eef043e234,文档或配套数据,说明、配置、清单、源码压缩包或 SFX 配套资源,不算作独立解包工具,本地路径
B,x86\sfx\sqx2_list.zzl,98816,6.00.4580                              ,Squeez Self Extractor                  ,d0d75219e65a983aa8116ab9b597f43998a198300f0dbcf6f943669aec5a99fc,文档或配套数据,说明、配置、清单、源码压缩包或 SFX 配套资源,不算作独立解包工具,本地路径
B,x86\sfx\sqx2_std.zzl,91136,6.00.4580                              ,Squeez Self Extractor                  ,ff7ab3436f499578d99f9a460dc6d0ff01d45c2b14cb0fb1cde74f32ba256f62,文档或配套数据,说明、配置、清单、源码压缩包或 SFX 配套资源,不算作独立解包工具,本地路径
